No.	NAME	SsCH3	SssCH2	SdsCH	SsssCH	SdssC	SaasC	SssssC	SsssN	SaaN	SaaS	NssCH2	NdsCH	NaaCH	NdssC	NaasC	NssssC	NsNH2	NssNH	NsssN	NdsN	NsNH3+	NaasN	NsOH	minssCH2	minsssCH	mindssC	minaasC	minsssN	mindO	MaxsCH3	MaxssCH2	MaxaaCH	MaxsssCH	MaxdssC	MaxaasC	MaxssNH	MaxsssN	MaxaaN	MaxsOH	MaxssO	gmax
370	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
371	LY097964	2.90225232354811	0.422388572126126	0	-1.40246569769883	-2.32239349470275	0.47452619782481	0	1.13665304547745	3.97822535918	1.12977873544071	1	0	1	6	2	0	1	1	1	1	0	0	0	0.422388572126126	-0.881491874527589	-1.41156535897698	0.220315806878308	1.13665304547745	11.2957283612477	1.62850671753609	0.422388572126126	1.5390122491579	-0.520973823171244	0.545332789171173	0.254210390946502	2.55841836734694	1.13665304547745	3.97822535918	0	4.6750352399658	12.5270968757874
372	Cefamandole	1.66481078490413	0.605578394123842	0	-2.94473821181655	-2.42188035117373	0.902887807001021	0	1.13309523809524	11.0881206528235	0	2	0	5	5	2	0	0	1	1	0	0	1	1	0.26862470968098	-1.43077877619045	-1.45885452303562	0.396131452133264	1.13309523809524	11.7963031887365	1.66481078490413	0.336953684442862	1.75464108314701	-0.58558510749979	0.510830378702854	0.506756354867758	2.52777053587479	1.13309523809524	3.83981096580308	10.2269010097228	0	12.6857432602671
373	Sulbenicillin	3.27279782900815	0	0	-4.95608261103008	-3.18271821666122	-0.0132908032039971	-0.845159160599501	1.10532360166289	0	0	0	0	5	3	1	1	0	1	1	0	0	0	0	0	-2.00286979297892	-1.40516241965106	-0.0132908032039971	1.10532360166289	11.3798824908277	1.63639891450407	0	1.59776472342115	-0.675806038464768	-0.656728132611068	-0.0132908032039971	2.29646116780045	1.10532360166289	0	0	0	12.5054738284203
374	Sulbenicillin	3.27279782900815	0	0	-4.95608261103008	-3.18271821666122	-0.0132908032039971	-0.845159160599501	1.10532360166289	0	0	0	0	5	3	1	1	0	1	1	0	0	0	0	0	-2.00286979297892	-1.40516241965106	-0.0132908032039971	1.10532360166289	11.3798824908277	1.63639891450407	0	1.59776472342115	-0.675806038464768	-0.656728132611068	-0.0132908032039971	2.29646116780045	1.10532360166289	0	0	0	12.5054738284203
375	LY097964	2.90225232354811	0.422388572126126	0	-1.40246569769883	-2.32239349470275	0.47452619782481	0	1.13665304547745	3.97822535918	1.12977873544071	1	0	1	6	2	0	1	1	1	1	0	0	0	0.422388572126126	-0.881491874527589	-1.41156535897698	0.220315806878308	1.13665304547745	11.2957283612477	1.62850671753609	0.422388572126126	1.5390122491579	-0.520973823171244	0.545332789171173	0.254210390946502	2.55841836734694	1.13665304547745	3.97822535918	0	4.6750352399658	12.5270968757874
376	Carbenicillin	3.35427931048963	0	0	-4.23349255108635	-4.37994326022803	0.236709196796003	-0.785890256278514	1.16814247921391	0	0	0	0	5	4	1	1	0	1	1	0	0	0	0	0	-1.56074016334929	-1.57930932172252	0.236709196796003	1.16814247921391	11.3723824908277	1.67713965524481	0	1.67897220641435	-0.580993113294701	-0.568717928529436	0.236709196796003	2.42958616780045	1.16814247921391	0	0	0	12.4585988284203
377	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
378	Moxalactam	2.66540878566913	-0.215401376008131	0	-3.286573581767	-5.87512814920615	0.20091596056062	-2.19981253149408	0.765880168412636	10.9462490983145	0	2	0	4	6	3	1	0	1	1	0	0	1	1	-0.26498285264519	-1.86927414656082	-1.77265728558405	-0.15644707091181	0.765880168412636	11.7354540626385	1.59367787997403	0.0495814766370593	1.20275906291783	-1.41729943520618	0.194754944730595	0.387325683647556	2.22752464585212	0.765880168412636	3.78583678936156	9.42793380407273	5.65839945333046	13.1471190231526
379	Cephaloglycin	1.2027240272436	-0.0136874788920314	0	-2.43276836339066	-3.2480473153377	0.596217053068015	0	1.05686224489796	0	0	2	0	5	6	1	0	1	1	1	0	0	0	0	-0.238041956985687	-0.951554581581638	-1.53558748473882	0.596217053068015	1.05686224489796	10.986682169526	1.2027240272436	0.224354478093655	1.79298865256694	-0.589443132191148	0.273669884875693	0.596217053068015	2.59086110061308	1.05686224489796	0	0	4.85103649957803	12.5131632653061
380	Cefazolin	1.83452766684843	0.625187529032954	0	-1.30176738416773	-1.885056140623	1.54200371125151	0	1.18721387629126	18.3858120437366	1.41460958662098	3	0	1	5	2	0	0	1	1	0	0	1	0	-0.138387712013878	-0.807087127805924	-1.41096228358449	0.724535480781249	1.18721387629126	11.7365097686738	1.83452766684843	0.404675138573948	1.28192998128517	-0.494680256361804	0.579555059155078	0.817468230470263	2.61343498806522	1.18721387629126	4.00320213805929	0	0	12.5702996488107
381	Penicillin N	3.43837258003987	0.57917787211686	0	-3.09467202018293	-3.39419108045998	0	-0.700172059507151	1.24309314694912	0	0	3	0	0	4	0	1	0	1	1	0	1	0	0	0.0632680618543711	-1.02486795413247	-1.30843125151813	0	1.24309314694912	10.5426398549047	1.71918629001994	0.309105423805325	0	-0.427629755605947	-0.380690665154951	0	2.59000425170068	1.24309314694912	0	0	0	12.1634653197699
382	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
383	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
384	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
385	Cephaloridine	0	1.02571370609222	0	-1.12967624086672	-1.47803421137611	0.911961828790313	0	1.24843466553288	0	1.4758679941314	3	0	8	5	1	0	0	1	1	0	0	1	0	0.20626294244322	-0.710425380028555	-1.36708962108719	0.911961828790313	1.24843466553288	11.7635052207292	0	0.455306936046023	1.88793967252752	-0.419250860838162	0.619594524793389	0.911961828790313	2.74218251170226	1.24843466553288	0	0	0	12.6151706191736
386	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
387	Cefmetazole	2.92942536013	0.642662881295464	0	-0.751794873813722	-2.4074255336381	0.495951983284252	-1.66484166351726	1.0838458207357	11.0735645291712	0	4	0	0	5	1	1	0	1	1	0	0	1	0	-0.0276338919125301	-0.751794873813722	-1.48523552907797	0.495951983284252	1.0838458207357	11.8353941290022	1.65824732063035	0.291867929449098	0	-0.751794873813722	0.484449372660502	0.495951983284252	2.54914714207283	1.0838458207357	3.83486942671118	0	5.34115991825768	12.9070996315193
388	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
389	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
390	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
391	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
392	Moxalactam	2.66540878566913	-0.215401376008131	0	-3.286573581767	-5.87512814920615	0.20091596056062	-2.19981253149408	0.765880168412636	10.9462490983145	0	2	0	4	6	3	1	0	1	1	0	0	1	1	-0.26498285264519	-1.86927414656082	-1.77265728558405	-0.15644707091181	0.765880168412636	11.7354540626385	1.59367787997403	0.0495814766370593	1.20275906291783	-1.41729943520618	0.194754944730595	0.387325683647556	2.22752464585212	0.765880168412636	3.78583678936156	9.42793380407273	5.65839945333046	13.1471190231526
393	Sulbenicillin	3.27279782900815	0	0	-4.95608261103008	-3.18271821666122	-0.0132908032039971	-0.845159160599501	1.10532360166289	0	0	0	0	5	3	1	1	0	1	1	0	0	0	0	0	-2.00286979297892	-1.40516241965106	-0.0132908032039971	1.10532360166289	11.3798824908277	1.63639891450407	0	1.59776472342115	-0.675806038464768	-0.656728132611068	-0.0132908032039971	2.29646116780045	1.10532360166289	0	0	0	12.5054738284203
394	Ampicillin	3.49666614176535	0	0	-3.06614807934703	-2.16249418877846	0.64411660420341	-0.680373280969872	1.27677343159486	0	0	0	0	5	3	1	1	1	1	1	0	0	0	0	0	-1.00375106498573	-1.28322826327246	0.64411660420341	1.27677343159486	11.3490491574944	1.74833307088267	0	1.81823902425259	-0.414515411102713	-0.415845668514319	0.64411660420341	2.64375283446712	1.27677343159486	0	0	0	12.3127654950869
395	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
396	Cefazolin	1.83452766684843	0.625187529032954	0	-1.30176738416773	-1.885056140623	1.54200371125151	0	1.18721387629126	18.3858120437366	1.41460958662098	3	0	1	5	2	0	0	1	1	0	0	1	0	-0.138387712013878	-0.807087127805924	-1.41096228358449	0.724535480781249	1.18721387629126	11.7365097686738	1.83452766684843	0.404675138573948	1.28192998128517	-0.494680256361804	0.579555059155078	0.817468230470263	2.61343498806522	1.18721387629126	4.00320213805929	0	0	12.5702996488107
397	LY097964	2.90225232354811	0.422388572126126	0	-1.40246569769883	-2.32239349470275	0.47452619782481	0	1.13665304547745	3.97822535918	1.12977873544071	1	0	1	6	2	0	1	1	1	1	0	0	0	0.422388572126126	-0.881491874527589	-1.41156535897698	0.220315806878308	1.13665304547745	11.2957283612477	1.62850671753609	0.422388572126126	1.5390122491579	-0.520973823171244	0.545332789171173	0.254210390946502	2.55841836734694	1.13665304547745	3.97822535918	0	4.6750352399658	12.5270968757874
398	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
399	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
400	Cefacetrile	1.18806180962809	-0.411392748214989	0	-1.4679663223314	-3.39102582819484	0	0	1.01354213907785	0	0	3	0	0	6	0	0	0	1	1	0	0	0	0	-0.386854388296488	-0.88381902452339	-1.54851534286554	0	1.01354213907785	10.8529482545678	1.18806180962809	0.217917139077853	0	-0.584147297808013	0.260742026748972	0	2.3960273893508	1.01354213907785	0	0	4.78301602701585	12.116220553036
401	Ceftizoxime	1.27099078507538	0.394610794348348	1.40506561092961	-1.39144717918031	-2.94041377862491	0.47330429869887	0	1.09961600844041	3.96662756303674	1.12818132191148	1	1	1	5	2	0	1	1	1	1	0	0	0	0.394610794348348	-0.876306689342404	-1.42776906268068	0.219533913874192	1.09961600844041	11.0748950279144	1.27099078507538	0.394610794348348	1.53567891582457	-0.515140489837911	-0.126688660031913	0.253770384824678	2.53895502645503	1.09961600844041	3.96662756303674	0	4.65930521241759	12.4601601473923
402	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
403	Cefmetazole	2.92942536013	0.642662881295464	0	-0.751794873813722	-2.4074255336381	0.495951983284252	-1.66484166351726	1.0838458207357	11.0735645291712	0	4	0	0	5	1	1	0	1	1	0	0	1	0	-0.0276338919125301	-0.751794873813722	-1.48523552907797	0.495951983284252	1.0838458207357	11.8353941290022	1.65824732063035	0.291867929449098	0	-0.751794873813722	0.484449372660502	0.495951983284252	2.54914714207283	1.0838458207357	3.83486942671118	0	5.34115991825768	12.9070996315193
404	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
405	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
406	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
407	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
408	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
409	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
410	Carbenicillin	3.35427931048963	0	0	-4.23349255108635	-4.37994326022803	0.236709196796003	-0.785890256278514	1.16814247921391	0	0	0	0	5	4	1	1	0	1	1	0	0	0	0	0	-1.56074016334929	-1.57930932172252	0.236709196796003	1.16814247921391	11.3723824908277	1.67713965524481	0	1.67897220641435	-0.580993113294701	-0.568717928529436	0.236709196796003	2.42958616780045	1.16814247921391	0	0	0	12.4585988284203
411	Penicillin N	3.43837258003987	0.57917787211686	0	-3.09467202018293	-3.39419108045998	0	-0.700172059507151	1.24309314694912	0	0	3	0	0	4	0	1	0	1	1	0	1	0	0	0.0632680618543711	-1.02486795413247	-1.30843125151813	0	1.24309314694912	10.5426398549047	1.71918629001994	0.309105423805325	0	-0.427629755605947	-0.380690665154951	0	2.59000425170068	1.24309314694912	0	0	0	12.1634653197699
